paper_id,pmid,pmcid,doi,title,pmc_access_status,pmc_parse_status,pdf_needed,pdf_import_status,normalized_path,notes
pmid-42645154,42645154,,10.1097/CCE.0000000000001439,"Proteomic Immune Signatures of Severe HIV-Associated Tuberculosis in Sub-Saharan Africa: A Prospective, Multicenter Analysis From Uganda.",missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42634427,42634427,,10.1177/10430342261463565,Triple-Target CRISPR Strategy to Block HIV Entry and Replication in Permissive Cells.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42630837,42630837,PMC13494683,10.3389/fcvm.2026.1726611,The impact of SGLT2 inhibitors on uric acid levels in patients with heart failure with preserved ejection fraction: integration of mechanisms and clinical evidence.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13494683.json,PMC XML downloaded and normalized.
pmid-42620239,42620239,PMC13484676,10.64898/2026.08.04.742754,Peptide tiling across viral proteomes identifies modular regulators of stress-induced cell death.,available,unusable,yes,missing,,PMC XML body text is too short for normalization. Unusable PMC XML deleted from run artifacts.
pmid-42620025,42620025,PMC13484655,10.64898/2026.08.03.742552,HIV-1 Hijacks HGF/c-MET Signaling to Promote Viral Entry and Replication in Primary CD4 (+) T Cells.,available,unusable,yes,missing,,PMC XML body text is too short for normalization. Unusable PMC XML deleted from run artifacts.
pmid-42619998,42619998,PMC13484650,10.64898/2026.08.03.742570,SAMHD1 enhances HIV-1-induced glycolysis in monocytic cells through hexokinase 2 upregulation.,available,unusable,yes,missing,,PMC XML body text is too short for normalization. Unusable PMC XML deleted from run artifacts.
pmid-42618991,42618991,PMC13490627,10.1002/cmdc.70452,Ligand‑Based Virtual Screening Discovery of Thienopyrimidinone Derivatives as Allosteric nSMase2 Modulators and Antivirals Against West Nile Virus.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13490627.json,PMC XML downloaded and normalized.
pmid-42582102,42582102,PMC13457065,10.3389/fimmu.2026.1852583,Immune cells harbor their own microbiome-derived metabolome: a new layer of immunometabolic regulation.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13457065.json,PMC XML downloaded and normalized.
pmid-42562331,42562331,,10.1016/j.bcp.2026.118321,The L-type calcium channel Ca(v)1.2 mediates influenza A virus infection by regulating viral internalization and endoplasmic reticulum homeostasis.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42557952,42557952,PMC13444662,10.1002/jmv.71086,In-Vitro Evaluation of HIV/SARS-CoV-2 Co-Infection Mediated Proteomic Changes in Astrocytes and Pericytes Reveals Altered Signaling Pathways Associated With Neurodegenerative Disorders.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13444662.json,PMC XML downloaded and normalized.
pmid-42556014,42556014,,10.1016/j.compbiolchem.2026.109297,A machine learning-derived aging-related gene signature for diagnosing HCV cirrhosis: Insights into immune microenvironment and therapeutic targets.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42538555,42538555,PMC13428414,10.1186/s12879-026-14111-x,A multicenter prospective observational multi-omics study protocol to identify biomarkers for severe dengue: COMBAT study clinical protocol.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13428414.json,PMC XML downloaded and normalized.
pmid-42532196,42532196,,10.1016/j.antiviral.2026.106494,A high-throughput screen to identify potential inhibitors of HSV-2.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42526681,42526681,,10.1016/j.ibmb.2026.104643,Aedes aegypti calreticulin promotes dengue virus replication and transmission by glycan-dependent binding to the prM protein.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42520937,42520937,,10.1016/j.jbc.2026.113369,FOXA2 potently represses NF-κB-dependent transcription from viral promoters in liver cells.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42517334,42517334,,10.1080/07391102.2026.2708780,Computational insights into dengue virus envelope protein triggered membrane fusion process.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42515657,42515657,PMC13431542,10.3390/v18070806,"Chalcones as a Versatile Antiviral Scaffold: Molecular Targets, ADMET Profiles, and Translational Challenges.",available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13431542.json,PMC XML downloaded and normalized.
pmid-42515605,42515605,PMC13431474,10.3390/v18070753,MicroRNAs Regulated by Pregnancy Target Antiviral and Cancer Immunity Overlapping with the HIV Interactome.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13431474.json,PMC XML downloaded and normalized.
pmid-42515039,42515039,PMC13416049,10.3390/pathogens15070713,Omics-Level Approaches to Studying Gammaherpesvirus Infection.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13416049.json,PMC XML downloaded and normalized.
pmid-42508644,42508644,,10.1016/j.ajt.2026.07.028,KSHV-Associated Diseases in Solid Organ Transplantation: Toward a Coordinated National Strategy in the United States.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42507754,42507754,PMC13405069,10.1371/journal.ppat.1014400,VRK3 promotes KSHV infection by suppressing the antiviral type I interferon response.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13405069.json,PMC XML downloaded and normalized.
pmid-42501872,42501872,,10.1016/j.bcp.2026.118282,Pharmacological inhibition of neddylation by MLN4924 protects against Coxsackievirus B3-induced myocarditis.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42496957,42496957,,10.1007/s11033-026-12203-0,Small nucleolar RNA host genes in hepatocellular carcinoma: an evidence-weighted and etiology-aware framework for mechanistic and translational interpretation.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42495535,42495535,PMC13393711,10.1016/j.isci.2026.116865,Antiretroviral regimen and sex-specific metabolic heterogeneity in pediatric HIV.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13393711.json,PMC XML downloaded and normalized.
pmid-42494850,42494850,PMC13392929,10.3389/fcimb.2026.1899950,Host protein cleavage by Dengue and Zika virus NS3 proteases: from substrate identification to potential biological consequences.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13392929.json,PMC XML downloaded and normalized.
pmid-42483197,42483197,PMC13384927,10.3389/fimmu.2026.1871641,Proteomic profiling of single extracellular vesicles reveals association of CD31(+) EV subpopulation with immune dysregulation in people living with HIV.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13384927.json,PMC XML downloaded and normalized.
pmid-42476261,42476261,,10.1016/j.virs.2026.07.007,ZNF598 enhances FAT10-mediated non-covalent stabilization of Tat to promote HIV-1 transcription and replication.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42464737,42464737,PMC13376149,10.1093/nar/gkag713,Exploitation of host U2AF1 and U2AF2 splicing factors facilitates mosquito-borne orthoflavivirus infection across species.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13376149.json,PMC XML downloaded and normalized.
pmid-42462823,42462823,,10.1016/j.jhep.2026.06.045,Disruption of carbon metabolism by the hepatic mononuclear phagocytic system drives liver injury in a mouse model of severe dengue.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42440905,42440905,PMC13334477,10.1039/d5md01178g,Dibenzoacridinium derivatives: a new class of G-quadruplex ligands with anti-HIV-1 properties.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13334477.json,PMC XML downloaded and normalized.
pmid-42430420,42430420,PMC13354097,10.1371/journal.ppat.1014361,"HIV capsid inhibitors: Mechanisms, resistance, and therapeutic advances.",available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13354097.json,PMC XML downloaded and normalized.
pmid-42429625,42429625,PMC13483245,10.1128/jvi.00898-26,Comparative analysis of flavivirus sfRNA dynamics and secondary structure.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13483245.json,PMC XML downloaded and normalized.
pmid-42427447,42427447,PMC13346888,10.21769/BioProtoc.5742,CRISPR-PITA: An Imaging-Based CRISPR/dCas9 Assay to Determine Recruitment Directionality of Nuclear Proteins.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13346888.json,PMC XML downloaded and normalized.
pmid-42424865,42424865,,10.1016/j.virol.2026.111025,Development of a virus particle fusion assay to study and target virus entry.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42418426,42418426,PMC13345423,10.1371/journal.ppat.1014376,Independent proviral and antiviral host factors recognize the same capsid protein in divergent human herpesviruses.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13345423.json,PMC XML downloaded and normalized.
pmid-42415087,42415087,,10.1186/s12985-026-03239-6,Cellular receptors and host factors mediating orthoflavivirus entry.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42411008,42411008,PMC13399220,10.1002/2211-5463.70294,Importin 7 mediates the nuclear import of HIV-1 integrase via a specific interacting interface.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13399220.json,PMC XML downloaded and normalized.
pmid-42403244,42403244,PMC13349425,10.1002/jmv.71043,JQKD82 Inhibits HIV Infection of Macrophages Through Blocking Viral Entry and Enhancing Antiviral ISG Responses.,available,unusable,yes,missing,,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-42391287,42391287,PMC13334546,10.1099/jgv.0.002288,"GRHAL1, a novel lncRNA, regulates HIV-1 gene expression by modulating Tat- and Sp1-mediated HIV-1 LTR activation.",available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13334546.json,PMC XML downloaded and normalized.
pmid-42387508,42387508,PMC13326380,10.1186/s12929-026-01274-7,Calcium and phosphorylation coordination is a novel mechanism that stabilises protein-complexes during HIV assembly.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13326380.json,PMC XML downloaded and normalized.
pmid-42383738,42383738,PMC13387004,10.1128/jvi.00780-26,Assembly of lipid droplet-associated ring structures in hepatitis C virus-infected cells via liquid-liquid phase separation (LLPS) and non-LLPS mechanisms.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13387004.json,PMC XML downloaded and normalized.
pmid-42367932,42367932,PMC13308050,10.64898/2026.06.14.732158,HIV-1-induced small T cell syncytia: susceptibility to direct NK cell killing.,available,unusable,yes,missing,,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-42361119,42361119,PMC13327515,10.1371/journal.ppat.1014279,Dissecting the host determinants of orthoflavivirus infection using QIC-seq.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13327515.json,PMC XML downloaded and normalized.
pmid-42359813,42359813,PMC13312838,10.1080/13510002.2026.2679333,HIV-1 gp120-induced lysosomal stress responses are controlled by TRPML1 redox sensors.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13312838.json,PMC XML downloaded and normalized.
pmid-42347186,42347186,PMC13306193,10.3390/pathogens15060575,Blocking Host Factors IAP and DDX3 Activates HIV-1 Transcription and Increases Apoptosis Sensitivity of HIV-1 Infected Cells.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13306193.json,PMC XML downloaded and normalized.
pmid-42336219,42336219,,10.1016/j.antiviral.2026.106471,ITGA4 drives pathogenesis of flavivirus and inhibition of it protects mice against Japanese encephalitis virus infection.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42334524,42334524,,10.1007/s11010-026-05599-7,Hijacking the cytoskeleton: association of HCV polymerase with α/β-tubulin and its potential relation to the viral replication and cell proliferation.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42327289,42327289,PMC13278084,10.64898/2026.06.11.731520,Gene duplication and retrotransposition diversify the antiviral repertoire of macaque IFITM proteins.,available,unusable,yes,missing,,PMC XML body element is missing. Unusable PMC XML deleted from run artifacts.
pmid-42322610,42322610,,10.1016/j.celrep.2026.117558,Comprehensive mapping of the virus and host factors that guide the paths of HIV-1 escape from a therapeutic.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42312836,42312836,PMC13386948,10.1128/jvi.00638-26,Palmitoylation of CLDN12 regulated by ZDHHC7 and APT1/2 promotes hepatitis C virus entry.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13386948.json,PMC XML downloaded and normalized.
pmid-42292375,42292375,PMC13260385,10.3389/fimmu.2026.1849848,Proteomic signals are not equal clinical phenotypes: redefining evidence standards in arbovirus-SARS-CoV-2 cross-reactivity.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13260385.json,PMC XML downloaded and normalized.
pmid-42287495,42287495,PMC13264558,10.1007/s00705-026-06669-3,The role of DPP4 in viral infections: from receptor biology to antiviral target.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13264558.json,PMC XML downloaded and normalized.
pmid-42282746,42282746,PMC13252043,10.64898/2026.06.05.730411,Modeling in vitro cell-to-cell spread of hepatitis C viral infection using an agent-based approach.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13252043.json,PMC XML downloaded and normalized.
pmid-42257816,42257816,,10.1007/s12013-026-02094-0,Consensus transcriptional signature of dengue virus infection reveals coordinated interferon suppression and stress-response activation.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42253925,42253925,PMC13240522,10.1002/mco2.70785,Human Coronavirus 229E Uses ORF4/4a to Antagonize the Host Restriction Factor SERINC5.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13240522.json,PMC XML downloaded and normalized.
pmid-42231329,42231329,PMC13450505,10.1186/s12967-026-08348-y,CircRNA profiles of extracellular vesicle-enriched fractions from ART suppressed pregnant women living with HIV identifies interactome networks key to inflammation and viral latency.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13450505.json,PMC XML downloaded and normalized.
pmid-42230819,42230819,PMC13470021,10.1038/s41598-026-53209-9,BST-2 inhibits SARS-CoV-2 egress at intracellular membranes and is neutralized by ORF7a.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13470021.json,PMC XML downloaded and normalized.
pmid-42224936,42224936,,10.1016/j.ejmech.2026.119011,"Dengue virus nonstructural proteins as small-molecule targets: Advances, challenges, and future directions.",missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42205581,42205581,PMC13201242,10.3389/fmicb.2026.1819878,Molecular arms races at the virus-host splicing interface and their pathogenic implications.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13201242.json,PMC XML downloaded and normalized.
pmid-42201028,42201028,PMC13214889,10.3390/medsci14020237,Endostemonine I as a Multi-Target Inhibitor of Kaposi's Sarcoma-Associated Herpesvirus Oncogenic Pathways: An Integrative Computational Study.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13214889.json,PMC XML downloaded and normalized.
pmid-42198716,42198716,PMC13211447,10.3390/v18050514,"Rapid Construction and Characterization of Infectious cDNA Clones and Reporter Viruses of Enteroviruses, Including Enterovirus A71 and Coxsackievirus B5, with Systematic Identification of Critical Determinants for Successful Reporter Virus Generation.",available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13211447.json,PMC XML downloaded and normalized.
pmid-42196548,42196548,PMC13207110,10.3390/ijms27104571,Multi-Omics Landscape of Circadian Clock Dysregulation Across the Chronic Liver Disease Spectrum.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13207110.json,PMC XML downloaded and normalized.
pmid-42174376,42174376,PMC13206289,10.1002/cmdc.70301,Development of a Lysine-Reactive Targeted Covalent Inhibitor for the P300/CBP-Associated Factor Bromodomain Through Structure-Based Design.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13206289.json,PMC XML downloaded and normalized.
pmid-42173631,42173631,,10.1016/bs.pmbts.2026.02.005,AI in multi-omics analysis in viral diseases.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42173436,42173436,,10.1016/j.jmb.2026.169875,Biophysical Characterization of Ebola VP35 Protein Binding to Host Mindbomb Protein 2.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42156374,42156374,PMC13381533,10.1038/s41467-026-73487-1,An engineered viral RNA degrader on mitochondrial surface that mitigates RNA virus infection.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13381533.json,PMC XML downloaded and normalized.
pmid-42152487,42152487,,10.1080/15548627.2026.2677196,USF2 restricts enterovirus replication and transmission by inhibiting autophagy and vesicle-mediated viral spread.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42149916,42149916,PMC13193608,10.1371/journal.ppat.1014229,Acetylation-mediated regulation of ALV viral proteins: Implications for retroviral inhibition.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13193608.json,PMC XML downloaded and normalized.
pmid-42149692,42149692,PMC13182571,10.1093/bfgp/elag001,An integrative meta-analysis of SARS-CoV-2 RNA-protein interactomes identifies conserved host factors shared with other RNA viruses.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13182571.json,PMC XML downloaded and normalized.
pmid-42148122,42148122,PMC13171569,10.3389/fimmu.2026.1682740,Transcriptomic and bioinformatics analysis reveals the host response feature and potential treatment strategy of patients with dengue fever.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13171569.json,PMC XML downloaded and normalized.
pmid-42139316,42139316,PMC13215601,10.1371/journal.ppat.1014217,Characterization of the virus-host RNA-RNA interactome across important human pathogenic RNA viruses.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13215601.json,PMC XML downloaded and normalized.
pmid-42138644,42138644,,10.1093/bbb/zbag070,Roquefortine C isolated from a quail feces-derived fungus exhibits aryl hydrocarbon receptor antagonistic and broad-spectrum antiviral activities.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
pmid-42129882,42129882,PMC13169674,10.1186/s13020-026-01411-2,CVB-D attenuates experimental diabetic cardiomyopathy by alleviating mitochondrial dysfunction via the JAK1-STAT1 signaling axis in vivo and in vitro.,available,usable,no,not_attempted,/Users/xingmeng/.openclaw/workspaces/staff-scientist-ideker/agenticWorkflow_LiteratureScreeningAndFullTextReview/runs/host_pathogen_shared_mechanisms_apms_20260826/passes/pass_001/artifacts/fulltext_import/PMC_XML/normalized/PMC13169674.json,PMC XML downloaded and normalized.
pmid-42129077,42129077,,10.1007/978-3-032-22340-1_9,Proteomic Analysis of Influenza.,missing,not_attempted,yes,missing,,No PMCID found via NCBI idconv; PDF fallback will be needed.
